id,name,cuisine,baseServings,protein,allergens,difficulty,prepTime,emoji,imageUrl,imgQ,ingredients,instructions
r092,Beef Udon Noodles,Asian,4,beef,gluten|soy,Easy,30,🥩,"https://loremflickr.com/760/560/Beef,Udon,Noodles,recipe,food?lock=192",Beef Udon Noodles recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r093,Beef Ramen Bowl,Asian,4,beef,gluten|soy,Easy,25,🥩,"https://loremflickr.com/760/560/Beef,Ramen,Bowl,recipe,food?lock=193",Beef Ramen Bowl recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r094,Beef Fried Rice,Asian,4,beef,soy,Easy,25,🥩,"https://loremflickr.com/760/560/Beef,Fried,Rice,recipe,food?lock=194",Beef Fried Rice recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Use cooked, cooled rice for the best texture."",""Prepare the vegetables, protein and sauce before heating the pan."",""Stir-fry the protein and vegetables over high heat."",""Add rice and break up any clumps."",""Season with sauce and toss until evenly coated."",""Serve hot with fresh herbs or sliced spring onion.""]"
r095,Korean Beef Lettuce Bowl,Asian,4,beef,soy,Easy,25,🥩,"https://loremflickr.com/760/560/Korean,Beef,Lettuce,Bowl,recipe,food?lock=195",Korean Beef Lettuce Bowl recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Lettuce Leaves"",""amount"":12,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""}]","[""Cook the grain or noodles and cool slightly."",""Prepare fresh vegetables, herbs and dressing."",""Cook or warm the protein if required."",""Arrange the base, vegetables and protein in bowls."",""Drizzle with dressing and toss gently."",""Serve with lime wedges or extra herbs.""]"
r096,Black Pepper Beef with Rice,Asian,4,beef,soy,Easy,30,🥩,"https://loremflickr.com/760/560/Black,Pepper,Beef,with,Rice,recipe,food?lock=196",Black Pepper Beef with Rice recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Bell Peppers"",""amount"":2,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":50,""unit"":""ml""},{""name"":""Black Pepper"",""amount"":2,""unit"":""tsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r097,Mongolian Beef Noodles,Asian,4,beef,gluten|soy,Easy,30,🥩,"https://loremflickr.com/760/560/Mongolian,Beef,Noodles,recipe,food?lock=197",Mongolian Beef Noodles recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r098,Beef and Broccoli Stir-Fry,Asian,4,beef,soy,Easy,25,🥩,"https://loremflickr.com/760/560/Beef,and,Broccoli,Stir,Fry,recipe,food?lock=198",Beef and Broccoli Stir-Fry recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Broccoli"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r099,Hoisin Beef Noodles,Asian,4,beef,gluten|soy,Easy,30,🥩,"https://loremflickr.com/760/560/Hoisin,Beef,Noodles,recipe,food?lock=199",Hoisin Beef Noodles recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Hoisin Sauce"",""amount"":80,""unit"":""ml""},{""name"":""Soy Sauce"",""amount"":30,""unit"":""ml""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r100,Ginger Beef Rice Bowl,Asian,4,beef,soy,Easy,25,🥩,"https://loremflickr.com/760/560/Ginger,Beef,Rice,Bowl,recipe,food?lock=200",Ginger Beef Rice Bowl recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r101,Beef Massaman Curry,Asian,4,beef,soy,Medium,40,🥩,"https://loremflickr.com/760/560/Beef,Massaman,Curry,recipe,food?lock=201",Beef Massaman Curry recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Potatoes"",""amount"":600,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r102,Beef Satay Noodle Bowl,Asian,4,beef,gluten|peanuts|soy,Easy,25,🥩,"https://loremflickr.com/760/560/Beef,Satay,Noodle,Bowl,recipe,food?lock=202",Beef Satay Noodle Bowl recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Peanut Paste"",""amount"":80,""unit"":""g""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r103,Beef and Mushroom Donburi,Asian,4,beef,soy,Easy,30,🥩,"https://loremflickr.com/760/560/Beef,and,Mushroom,Donburi,recipe,food?lock=203",Beef and Mushroom Donburi recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Mushrooms"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r104,Beef and Cabbage Stir-Fry,Asian,4,beef,soy,Easy,25,🥩,"https://loremflickr.com/760/560/Beef,and,Cabbage,Stir,Fry,recipe,food?lock=204",Beef and Cabbage Stir-Fry recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Cabbage"",""amount"":250,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r105,Beef Red Curry Bowl,Asian,4,beef,,Easy,25,🥩,"https://loremflickr.com/760/560/Beef,Red,Curry,Bowl,recipe,food?lock=205",Beef Red Curry Bowl recipe,"[{""name"":""Beef Strips or Mince"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Red Curry Paste"",""amount"":2,""unit"":""tbsp""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r106,Turkey Teriyaki Rice Bowl,Asian,4,vegetarian,soy,Easy,25,🦃,"https://loremflickr.com/760/560/Turkey,Teriyaki,Rice,Bowl,recipe,food?lock=206",Turkey Teriyaki Rice Bowl recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":60,""unit"":""ml""},{""name"":""Maple Syrup"",""amount"":1,""unit"":""tbsp""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r107,Turkey Fried Rice,Asian,4,vegetarian,soy,Easy,25,🦃,"https://loremflickr.com/760/560/Turkey,Fried,Rice,recipe,food?lock=207",Turkey Fried Rice recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Use cooked, cooled rice for the best texture."",""Prepare the vegetables, protein and sauce before heating the pan."",""Stir-fry the protein and vegetables over high heat."",""Add rice and break up any clumps."",""Season with sauce and toss until evenly coated."",""Serve hot with fresh herbs or sliced spring onion.""]"
r108,Turkey Lettuce Wraps,Asian,4,vegetarian,soy,Easy,25,🦃,"https://loremflickr.com/760/560/Turkey,Lettuce,Wraps,recipe,food?lock=208",Turkey Lettuce Wraps recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Lettuce Leaves"",""amount"":12,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the grain or noodles and cool slightly."",""Prepare fresh vegetables, herbs and dressing."",""Cook or warm the protein if required."",""Arrange the base, vegetables and protein in bowls."",""Drizzle with dressing and toss gently."",""Serve with lime wedges or extra herbs.""]"
r109,Turkey Gochujang Bowl,Asian,4,vegetarian,soy,Easy,25,🦃,"https://loremflickr.com/760/560/Turkey,Gochujang,Bowl,recipe,food?lock=209",Turkey Gochujang Bowl recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r110,Turkey Pad Thai,Asian,4,vegetarian,gluten|soy,Easy,30,🦃,"https://loremflickr.com/760/560/Turkey,Pad,Thai,recipe,food?lock=210",Turkey Pad Thai recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Rice Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r111,Turkey Coconut Curry,Asian,4,vegetarian,,Medium,40,🦃,"https://loremflickr.com/760/560/Turkey,Coconut,Curry,recipe,food?lock=211",Turkey Coconut Curry recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Coconut Milk"",""amount"":400,""unit"":""ml""},{""name"":""Ginger"",""amount"":15,""unit"":""g""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r112,Turkey and Mushroom Udon,Asian,4,vegetarian,gluten|soy,Easy,30,🦃,"https://loremflickr.com/760/560/Turkey,and,Mushroom,Udon,recipe,food?lock=212",Turkey and Mushroom Udon recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Mushrooms"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r113,Turkey Meatball Ramen,Asian,4,vegetarian,gluten|soy,Medium,40,🦃,"https://loremflickr.com/760/560/Turkey,Meatball,Ramen,recipe,food?lock=213",Turkey Meatball Ramen recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare the vegetables, noodles and protein."",""Sauté aromatics in a deep pot until fragrant."",""Add stock and seasoning, then simmer to build flavour."",""Cook the protein or vegetables in the broth until tender."",""Add noodles near the end so they stay springy."",""Serve with herbs, lime or chilli oil on the side.""]"
r114,Turkey Bao Bowl,Asian,4,vegetarian,gluten|soy,Easy,25,🦃,"https://loremflickr.com/760/560/Turkey,Bao,Bowl,recipe,food?lock=214",Turkey Bao Bowl recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Bao Buns"",""amount"":8,""unit"":""pcs""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r115,Turkey Bibimbap,Asian,4,vegetarian,soy,Easy,30,🦃,"https://loremflickr.com/760/560/Turkey,Bibimbap,recipe,food?lock=215",Turkey Bibimbap recipe,"[{""name"":""Turkey Mince or Strips"",""amount"":600,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Gochujang"",""amount"":2,""unit"":""tbsp""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Sesame Oil"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r116,Tofu Teriyaki Bowl,Asian,4,tofu|vegan,soy,Easy,25,🌱,"https://loremflickr.com/760/560/Tofu,Teriyaki,Bowl,recipe,food?lock=216",Tofu Teriyaki Bowl recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":60,""unit"":""ml""},{""name"":""Maple Syrup"",""amount"":1,""unit"":""tbsp""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
r117,Tofu Teriyaki Noodles,Asian,4,tofu|vegan,gluten|soy,Easy,30,🌱,"https://loremflickr.com/760/560/Tofu,Teriyaki,Noodles,recipe,food?lock=217",Tofu Teriyaki Noodles recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Soy Sauce"",""amount"":60,""unit"":""ml""},{""name"":""Maple Syrup"",""amount"":1,""unit"":""tbsp""},{""name"":""Rice Vinegar"",""amount"":1,""unit"":""tbsp""}]","[""Prepare and chop all ingredients."",""Heat oil in a large pan and sauté the aromatics."",""Add the main protein or vegetables and cook until browned."",""Add sauce, seasoning and a splash of water if needed."",""Simmer or toss until everything is cooked through."",""Serve hot with the suggested side.""]"
r118,Crispy Tofu Katsu Curry,Asian,4,tofu|vegan,gluten|soy,Medium,45,🌱,"https://loremflickr.com/760/560/Crispy,Tofu,Katsu,Curry,recipe,food?lock=218",Crispy Tofu Katsu Curry recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Prepare all vegetables and cut the protein into even pieces."",""Sauté onion, garlic, ginger and spices in oil until fragrant."",""Add the main protein or vegetables and coat well in the spice base."",""Pour in coconut milk or tomato sauce and simmer until tender."",""Cook the rice or flatbread side while the curry simmers."",""Finish with lime or herbs and serve hot.""]"
r119,Tofu Pad Thai,Asian,4,tofu|vegan,gluten|soy,Easy,30,🌱,"https://loremflickr.com/760/560/Tofu,Pad,Thai,recipe,food?lock=219",Tofu Pad Thai recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r120,Tofu Pad See Ew,Asian,4,tofu|vegan,gluten|soy,Easy,30,🌱,"https://loremflickr.com/760/560/Tofu,Pad,See,Ew,recipe,food?lock=220",Tofu Pad See Ew recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Rice Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r121,Tofu Drunken Noodles,Asian,4,tofu|vegan,gluten|soy,Easy,30,🌱,"https://loremflickr.com/760/560/Tofu,Drunken,Noodles,recipe,food?lock=221",Tofu Drunken Noodles recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Olive Oil"",""amount"":2,""unit"":""tbsp""},{""name"":""Garlic"",""amount"":3,""unit"":""cloves""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""}]","[""Cook the noodles or rice and set aside."",""Slice the vegetables and protein into quick-cooking pieces."",""Mix the sauce ingredients in a small bowl."",""Stir-fry the protein first, then add the vegetables."",""Toss with noodles or rice and sauce until glossy."",""Finish with herbs, sesame or lime and serve immediately.""]"
r122,Tofu Satay Noodle Bowl,Asian,4,tofu|vegan,gluten|peanuts|soy,Easy,25,🌱,"https://loremflickr.com/760/560/Tofu,Satay,Noodle,Bowl,recipe,food?lock=222",Tofu Satay Noodle Bowl recipe,"[{""name"":""Firm Tofu"",""amount"":450,""unit"":""g""},{""name"":""Noodles"",""amount"":300,""unit"":""g""},{""name"":""Onion"",""amount"":1,""unit"":""pcs""},{""name"":""Carrot"",""amount"":2,""unit"":""pcs""},{""name"":""Peanut Paste"",""amount"":80,""unit"":""g""},{""name"":""Soy Sauce"",""amount"":40,""unit"":""ml""},{""name"":""Lime Juice"",""amount"":30,""unit"":""ml""}]","[""Cook the rice or grain base."",""Prepare the vegetables and sauce."",""Cook the protein in a hot pan until browned and cooked through."",""Warm or stir-fry the vegetables briefly."",""Assemble rice, vegetables and protein in bowls."",""Drizzle with sauce and finish with herbs or sesame.""]"
